PMID	CUI	Preferred_name	sem_group	score
27773592	C1705169	Biomaterial Treatment	cnce	3.43
27773592	C0087111	Therapeutic procedure	topp	3.43
27773592	C1522326	Treating	ftcn	3.43
27773592	C3538994	Treatment Epoch	resa	3.43
27773592	C0681842	prediction	idcn	3.43
27773592	C3887704	treatment - ActInformationManagementReason	hlca	3.43
27773592	C1709518	Pharmacodynamic Study	resa	3.42
27773592	C0851347	Pharmacodynamics	biof	3.42
27773592	C0681890	predictive	qlco	3.42
27821435	C0040363	Togo	geoa	35.81
27821435	C0041260	Tryptophanase	aapp	35.81
27821435	C0041260	Tryptophanase	enzy	35.81
27821435	C0041714	United States Food and Drug Administration	hcro	25.75
27821435	C3494303	Databases, Pharmaceutical	inpr	25.73
27821435	C0031328	Pharmacokinetic aspects	ftcn	20.95
27821435	C0043038	Washington state	geoa	19.23
27821435	C0687133	Drug Interactions	moft	13.02
27821435	C1524024	analysis aspect	ftcn	12.89
27821435	C0005528	Biological Transport	celf	11.49
27821435	C0031327	Drug Kinetics	phsf	11.49
27821435	C1883351	To	qlco	10.42
27821435	C0041740	Universities	mnob	9.76
27821435	C0041740	Universities	orgt	9.76
27821435	C0282443	Review [Publication Type]	inpr	9.74
27821435	C3495449	Mobility aid	medd	5.18
27821435	C1524063	Use of	ftcn	5.18
27821435	C0683140	drug metabolism	moft	5.18
27821435	C1317949	transport (device)	mnob	5.18
27821435	C3539655	CDISC Findings Class	inpr	3.68
27821435	C2926606	Procedure findings:Finding:Point in time:^Patient:Narrative	clna	3.68
27821435	C2607943	findings aspects	ftcn	3.68
27821435	C1511726	Data	idcn	3.61
27821435	C3714741	Data (eukaryote)	euka	3.61
27821435	C3245479	Data call receiving device	medd	3.61
27821435	C3845700	New Drug Available	fndg	3.60
27821435	C3274571	Clinical Study Follow-up	hlca	3.59
27821435	C1704685	Follow-Up Report	inpr	3.59
27821435	C0589120	Follow-up status	fndg	3.59
27821435	C1522577	follow-up	hlca	3.59
27821435	C2948600	Aim	phsu	3.55
27821435	C1947946	Aim (idea)	idcn	3.55
27821435	C3540472	Ancestry-Informative Marker	ftcn	3.55
27821435	C3890193	CD5L wt Allele	gngm	3.55
27821435	C2744535	CD69 protein, human	aapp	3.55
27821435	C2744535	CD69 protein, human	imft	3.55
27821435	C3540471	CD69 wt Allele	gngm	3.55
27821435	C0205540	Approved	qlco	3.55
27821435	C1546944	Event Seriousness - Significant	qlco	3.50
27821435	C0750502	Significant	idcn	3.50
27821435	C0237881	Statistical Significance	qnco	3.50
27821435	C1704675	Interaction	ftcn	3.46
27821435	C1552607	Act Relationship Subset - previous	tmco	3.43
27821435	C0936012	Analysis	resa	3.43
27821435	C0002778	Analysis of substances	lbpr	3.43
27821435	C0150312	Present	qnco	3.43
27821435	C0449450	Presentation	idcn	3.43
27821435	C0205156	Previous	tmco	3.43
27821435	C0185125	Application procedure	hlca	3.42
27821435	C0040363	Togo	geoa	17.80
27821435	C0041260	Tryptophanase	aapp	17.80
27821435	C0041260	Tryptophanase	enzy	17.80
27821435	C0596902	Membrane Transport Proteins	aapp	14.64
27821435	C0596902	Membrane Transport Proteins	bacs	14.64
27821435	C0150312	Present	qnco	5.18
27821435	C1883351	To	qlco	5.18
27821435	C3854146	Transporter device	medd	5.18
27821435	C3891814	Substrate	sbst	3.98
27821435	C1710236	Substrate Device Component	mnob	3.98
27821435	C2827718	In Vitro Route of Administration	ftcn	3.75
27821435	C0021135	In Vitro [Publication Type]	inpr	3.75
27821435	C1533691	in vitro	qlco	3.75
27821435	C0680220	majority	socb	3.55
27821435	C3898767	Inducer	sbst	3.51
27821435	C0919438	Enzyme Inhibitor Drugs	phsu	3.44
27821435	C1521991	Molecular	qlco	3.42
27821435	C0205314	New	qlco	3.42
27821435	C0205447	One	qnco	3.42
27821435	C1551338	Entity	enty	3.40
27821435	C0012133	Didanosine	nnon	19.37
27821435	C0012133	Didanosine	phsu	19.37
27821435	C0376690	Area Under Curve	qnco	16.24
27821435	C0557651	Room of building - Study	mnob	5.18
27821435	C0947630	Scientific Study	lbpr	5.18
27821435	C2603343	Study	resa	5.18
27821435	C1704675	Interaction	ftcn	3.58
27821435	C1515655	in vivo	spco	3.48
27821435	C0870432	Display - arrangement	ftcn	3.47
27821435	C1446409	Positive	qlco	3.47
27821435	C2825490	Positive Charge	qlco	3.47
27821435	C1514241	Positive Finding	fndg	3.47
27821435	C3812269	Positive Number	cnce	3.47
27821435	C0439178	percent positive cells	qnco	3.47
27821435	C0205210	Clinical	qlco	3.46
27821435	C1553058	Neuropsychologist - Clinical	prog	3.46
27821435	C0237412	Psychologist - Clinical	prog	3.46
27821435	C0497591	Social Worker - Clinical	prog	3.46
27821435	C0456603	Ratio	qnco	3.42
27821435	C1547037	data type - ratio	inpr	3.42
27821435	C3463820	Inhibition	acty	13.03
27821435	C0021467	Psychological inhibition	menp	13.03
27821435	C3842591	0%	fndg	3.68
27821435	C0021469	Metabolic Inhibition	moft	3.57
27821435	C1628982	Percent inhibition	qnco	3.57
27821435	C0205263	Induce (action)	ftcn	3.57
27821435	C0857127	Induction procedure	topp	3.57
27821435	C0012133	Didanosine	nnon	19.37
27821435	C0012133	Didanosine	phsu	19.37
27821435	C0040363	Togo	geoa	17.80
27821435	C0041260	Tryptophanase	aapp	17.80
27821435	C0041260	Tryptophanase	enzy	17.80
27821435	C0376690	Area Under Curve	qnco	16.23
27821435	C1832021	isavuconazole	phsu	14.64
27821435	C0257190	ivabradine	orch	14.64
27821435	C0257190	ivabradine	phsu	14.64
27821435	C2985393	Neuromuscular Electrical Stimulation	topp	11.48
27821435	C0020517	Hypersensitivity	patf	6.59
27821435	C0033262	Prodrugs	chvf	6.58
27821435	C4049146	Cobimetinib	phsu	5.18
27821435	C1883351	To	qlco	5.18
27821435	C1547282	Show	anim	3.98
27821435	C0456603	Ratio	qnco	3.61
27821435	C1547037	data type - ratio	inpr	3.61
27821435	C3687832	DRUGS	topp	3.57
27821435	C0013227	Pharmaceutical Preparations	phsu	3.57
27821435	C0442821	Strong	qlco	3.57
27821435	C0750591	consider	idcn	3.57
27821435	C0243077	inhibitors	chvf	3.57
27821435	C0680681	victim	popg	3.57
27821435	C0870883	Metabolite	bacs	3.55
27821435	C3891814	Substrate	sbst	3.54
27821435	C1710236	Substrate Device Component	mnob	3.54
27821435	C0205449	Three	qnco	3.50
27821435	C0205210	Clinical	qlco	3.46
27821435	C1553058	Neuropsychologist - Clinical	prog	3.46
27821435	C0205447	One	qnco	3.46
27821435	C1446409	Positive	qlco	3.46
27821435	C2825490	Positive Charge	qlco	3.46
27821435	C1514241	Positive Finding	fndg	3.46
27821435	C3812269	Positive Number	cnce	3.46
27821435	C0237412	Psychologist - Clinical	prog	3.46
27821435	C0497591	Social Worker - Clinical	prog	3.46
27821435	C0439178	percent positive cells	qnco	3.46
27821435	C4018470	isavuconazonium sulfate	phsu	3.44
27821435	C3814396	CYP3A Gene Locus	gngm	3.44
27821435	C0332324	Sensitive	ftcn	3.44
27821435	C0205177	Active	ftcn	3.42
27821435	C3888249	Active License	qlco	3.42
27821435	C3853793	active (HL7 RoleLink)	idcn	3.42
27821435	C0596902	Membrane Transport Proteins	aapp	14.64
27821435	C0596902	Membrane Transport Proteins	bacs	14.64
27821435	C3463820	Inhibition	acty	13.14
27821435	C0021467	Psychological inhibition	menp	13.14
27821435	C0014445	enzymology	ftcn	11.49
27821435	C0014442	Enzymes	enzy	8.34
27821435	C0014442	Enzymes	orch	8.34
27821435	C1547282	Show	anim	8.00
27821435	C2985393	Neuromuscular Electrical Stimulation	topp	7.40
27821435	C1446409	Positive	qlco	7.04
27821435	C2825490	Positive Charge	qlco	7.04
27821435	C1514241	Positive Finding	fndg	7.04
27821435	C3812269	Positive Number	cnce	7.04
27821435	C0439178	percent positive cells	qnco	7.04
27821435	C3540048	ENZYMES FOR TREATMENT OF WOUNDS AND ULCERS	enzy	5.18
27821435	C3540048	ENZYMES FOR TREATMENT OF WOUNDS AND ULCERS	phsu	5.18
27821435	C3540772	Enzymes FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	enzy	5.18
27821435	C3540772	Enzymes FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	phsu	5.18
27821435	C3542456	Enzymes for ALIMENTARY TRACT AND METABOLISM	enzy	5.18
27821435	C3542456	Enzymes for ALIMENTARY TRACT AND METABOLISM	phsu	5.18
27821435	C3541394	Enzymes, antithrombotic	enzy	5.18
27821435	C3541394	Enzymes, antithrombotic	phsu	5.18
27821435	C3540017	Enzymes, hematological	enzy	5.18
27821435	C3540017	Enzymes, hematological	phsu	5.18
27821435	C3540790	Enzymes, peripheral vasodilators	enzy	5.18
27821435	C3540790	Enzymes, peripheral vasodilators	phsu	5.18
27821435	C1314939	Involvement with	ftcn	5.18
27821435	C0205263	Induce (action)	ftcn	3.68
27821435	C0857127	Induction procedure	topp	3.68
27821435	C0021469	Metabolic Inhibition	moft	3.68
27821435	C1628982	Percent inhibition	qnco	3.68
27821435	C1704675	Interaction	ftcn	3.53
27821435	C0205455	Nine	qnco	3.50
27821435	C0205449	Three	qnco	3.50
27821435	C3852684	lumacaftor	orch	14.64
27821435	C3852684	lumacaftor	phsu	14.64
27821435	C3463820	Inhibition	acty	12.89
27821435	C0021467	Psychological inhibition	menp	12.89
27821435	C0205263	Induce (action)	ftcn	5.18
27821435	C0857127	Induction procedure	topp	5.18
27821435	C2962189	Cytochrome P450 2D6 Inhibitor [EPC]	phsu	3.60
27821435	C1441672	Observed	ftcn	3.59
27821435	C3273719	rolapitant	phsu	3.59
27821435	C3898767	Inducer	sbst	3.56
27821435	C0443172	Changed status	qnco	3.55
27821435	C0392747	Changing	ftcn	3.55
27821435	C1299394	Most significant	qlco	3.45
27821435	C4049706	Borg Category-Ratio 10 Perceived Exertion Score 3	inpr	3.43
27821435	C3814396	CYP3A Gene Locus	gngm	3.43
27821435	C0205081	Moderate (severity modifier)	qlco	3.43
27821435	C4049705	Moderate Extremity Pain	inpr	3.43
27821435	C1881878	Moderation	qlco	3.43
27821435	C0442821	Strong	qlco	3.43
27821435	C0021469	Metabolic Inhibition	moft	3.43
27821435	C1628982	Percent inhibition	qnco	3.43
27821435	C0031328	Pharmacokinetic aspects	ftcn	19.23
27821435	C0040363	Togo	geoa	17.80
27821435	C0041260	Tryptophanase	aapp	17.80
27821435	C0041260	Tryptophanase	enzy	17.80
27821435	C0031325	Pharmacogenetics	bmod	16.12
27821435	C0537670	Oprelvekin	aapp	14.64
27821435	C0537670	Oprelvekin	imft	14.64
27821435	C0537670	Oprelvekin	phsu	14.64
27821435	C0031327	Drug Kinetics	phsf	9.77
27821435	C0700287	Reporting	hlca	5.18
27821435	C1883351	To	qlco	5.18
27821435	C1552002	inform	ocac	5.18
27821435	C2985393	Neuromuscular Electrical Stimulation	topp	3.68
27821435	C0034866	Recommendation	idcn	3.68
27821435	C0947630	Scientific Study	lbpr	3.68
27821435	C0679083	simulation	resa	3.60
27821435	C0205452	Six	qnco	3.59
27821435	C1273517	Used by	fndg	3.59
27821435	C0205454	Eight	qnco	3.50
27821435	C0178602	Dosage	qnco	3.48
27821435	C1114758	Dose number:Number:Point in time:^Patient:Quantitative	clna	3.48
27821435	C0869039	Unit dose	qnco	3.48
27821435	C1705938	Base - General Qualifier	idcn	3.46
27821435	C1527178	Basis - conceptual entity	ftcn	3.46
27821435	C0040363	Togo	geoa	17.80
27821435	C0041260	Tryptophanase	aapp	17.80
27821435	C0041260	Tryptophanase	enzy	17.80
27821435	C1565489	Renal Insufficiency	dsyn	16.21
27821435	C0220825	Evaluation	hlca	14.64
27821435	C0027712	Nephrology Speciality	bmod	13.04
27821435	C1257890	Population Group	popg	9.74
27821435	C0032659	geographic population	qnco	6.58
27821435	C0183683	Support, device	medd	5.18
27821435	C1521721	Supportive assistance	cnce	5.18
27821435	C1883351	To	qlco	5.18
27821435	C3469597	Administration of medication	hlca	3.59
27821435	C0150270	Medication Management	hlca	3.59
27821435	C1280500	Effect	qlco	3.57
27821435	C0221099	Impaired	ftcn	3.55
27821435	C0684336	Impaired health	patf	3.55
27821435	C0205054	Hepatic	blor	3.44
27821435	C3687832	DRUGS	topp	3.43
27821435	C1552740	Entity Determiner - specific	inpr	3.43
27821435	C0013227	Pharmaceutical Preparations	phsu	3.43
27821435	C0205369	Specific qualifier value	qlco	3.43
23664284	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	24.11
23664284	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	24.11
23664284	C1413365	CFTR gene	gngm	10.42
23664284	C0010674	Cystic Fibrosis	dsyn	10.06
23664284	C0026882	Mutation	genf	9.73
23664284	C0265388	Autosomal recessive hereditary disorder	dsyn	3.64
23664284	C0678226	Due to	ftcn	3.44
23664284	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	24.11
23664284	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	24.11
23664284	C0055363	Chloride Channels	aapp	20.95
23664284	C0055363	Chloride Channels	bacs	20.95
23664284	C2327105	Surface of epithelial cell	celc	3.61
23664284	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	44.98
23664284	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	44.98
23664284	C0007465	Cause of Death	fndg	22.61
23664284	C0023175	Lead	elii	13.02
23664284	C0023175	Lead	hops	13.02
23664284	C0031843	physiological aspects	phsf	13.01
23664284	C0024115	Lung diseases	dsyn	8.34
23664284	C1522538	Leading	ftcn	7.02
23664284	C4050444	Cause of death:Find:Pt:^Patient:Nom	clna	3.68
23664284	C1836348	Severe disorder	fndg	3.61
23664284	C1527118	Protein Function	moft	3.57
23664284	C0815043	Protein, Organized by Function	aapp	3.57
23664284	C3275067	Cardiac Lead Procedure	topp	3.56
23664284	C2348269	Dietary Lead	elii	3.56
23664284	C0181586	Leads (device)	medd	3.56
23664284	C1442948	Plumbum metallicum, homeopathic preparation	inch	3.56
23664284	C1442948	Plumbum metallicum, homeopathic preparation	phsu	3.56
23664284	C0542341	Function	ftcn	3.55
23664284	C0700205	Function Axis	clas	3.55
23664284	C1705273	Mathematical Operator	inpr	3.55
23664284	C0332152	Before	tmco	3.43
23664284	C1413365	CFTR gene	gngm	3.42
23664284	C0332452	defective	ftcn	3.42
23664284	C0231220	Symptomatic	ftcn	5.18
23664284	C2827774	Current Therapy	topp	3.72
23664284	C0011129	Dedications	acty	12.85
23664284	C0010674	Cystic Fibrosis	dsyn	9.75
23664284	C1611835	Specialist	prog	8.34
23664284	C0038952	Continuance of life	acty	6.83
23664284	C1561611	Admission Level of Care Code - Improved	inpr	5.18
23664284	C0332272	Better	qlco	5.18
23664284	C0087009	Hospital specialist	prog	5.18
23664284	C0184511	Improved	qlco	5.18
23664284	C2348234	Specialist Physician	prog	5.18
23664284	C2939193	Median (qualifier value)	spco	3.68
23664284	C0876920	Median Statistical Measurement	qnco	3.68
23664284	C0549183	Midline (qualifier value)	spco	3.68
23664284	C2347635	Population Median	qnco	3.68
23664284	C2348144	Sample Median	qnco	3.68
23664284	C0220921	survival aspects	ftcn	3.68
23664284	C1947933	care activity	acty	3.55
23664284	C0205099	Central	spco	3.42
23664284	C1552235	Holistic	prog	3.42
23664284	C1546180	Age at death	fndg	3.68
23664284	C0439234	year	tmco	3.68
23664284	C3843708	29+	fndg	3.50
23664284	C1510992	Average	qnco	3.43
23664284	C2825518	Average of Value Derivation Technique	qnco	3.43
23664284	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	24.11
23664284	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	24.11
23664284	C0567416	Molecule	sbst	3.63
23664284	C0678723	Biologic Development	orgf	3.59
23664284	C2349182	Correct (qualifier)	qlco	3.59
23664284	C1527148	Development	ftcn	3.59
23664284	C0243107	development aspects	phsf	3.59
23664284	C2948600	Aim	phsu	3.55
23664284	C1947946	Aim (idea)	idcn	3.55
23664284	C3540472	Ancestry-Informative Marker	ftcn	3.55
23664284	C3890193	CD5L wt Allele	gngm	3.55
23664284	C2744535	CD69 protein, human	aapp	3.55
23664284	C2744535	CD69 protein, human	imft	3.55
23664284	C3540471	CD69 wt Allele	gngm	3.55
23664284	C0683243	innovativeness	menp	3.43
23664284	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.36
23664284	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.36
23664284	C0031847	physiopathological	ftcn	9.74
23664284	C0017431	Genotype	orga	6.72
23664284	C0087111	Therapeutic procedure	topp	5.18
23664284	C1547052	*Type - Kind of quantity	qnco	3.56
23664284	C0332307	Type - attribute	qlco	3.56
23664284	C0725813	depend	medd	3.54
23664284	C1413365	CFTR gene	gngm	3.43
23664284	C3887505	DYSFUNCTION - SKIN DISORDERS	dsyn	3.43
23664284	C3887504	Dysfunction	cnce	3.43
23664284	C0277785	Functional disorder	patf	3.43
23664284	C0041703	United States	geoa	14.64
23664284	C3264621	ivacaftor	orch	14.64
23664284	C3264621	ivacaftor	phsu	14.64
23664284	C0015176	Europe	geoa	6.74
23664284	C0567416	Molecule	sbst	3.68
23664284	C0205540	Approved	qlco	3.59
23664284	C0205435	First (number)	qnco	3.50
23664284	C1279901	Firstly	qlco	3.50
23664284	C0008976	Clinical Trials	resa	20.95
23664284	C3264621	ivacaftor	orch	13.05
23664284	C3264621	ivacaftor	phsu	13.05
23664284	C0052080	antineoplaston A10	orch	12.92
23664284	C0052080	antineoplaston A10	phsu	12.92
23664284	C0008059	Child	aggp	11.49
23664284	C1096775	Clinical Trial [Publication Type]	inpr	11.49
23664284	C0001675	Adult	aggp	9.99
23664284	C0680063	Offspring	famg	5.18
23664284	C0439508	per year	tmco	5.18
23664284	C0439234	year	tmco	5.18
23664284	C0332293	Treated with	topp	3.72
23664284	C1314677	Maintaining (action)	ftcn	3.59
23664284	C2986411	Improvement	cnce	3.56
23664284	C1561566	FEV1 Adverse Event	fndg	3.43
23664284	C0429706	Forced expiratory volume in 1 second finding	fndg	3.43
23664284	C0849974	Pulmonary Function Test/Forced Expiratory Volume 1	diap	3.43
23664284	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	44.98
23664284	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	44.98
23664284	C3264621	ivacaftor	orch	13.03
23664284	C3264621	ivacaftor	phsu	13.03
23664284	C0030705	Patients	podg	6.59
23664284	C0449445	Approach	spco	3.68
23664284	C0205540	Approved	qlco	3.59
23664284	C1720467	Only - dosing instruction fragment	inpr	3.59
23664284	C0205171	Singular	qnco	3.59
23664284	C0150312	Present	qnco	3.57
23664284	C0449450	Presentation	idcn	3.57
23664284	C1549488	Amount type - Percentage	idcn	3.56
23664284	C1561533	Money or percentage indicator - Percentage	idcn	3.56
23664284	C0439165	Percent (qualifier value)	qnco	3.56
23664284	C0679199	strategy	menp	3.55
23664284	C2349099	Valid	qlco	3.50
23664284	C0872285	therapeutic protein	phsu	3.44
23664284	C0700321	Small	qnco	3.43
23664284	C1413365	CFTR gene	gngm	3.42
23664284	C0302350	Therapeutic	ftcn	3.42
23664284	C0087111	Therapeutic procedure	topp	3.42
23664284	C2349182	Correct (qualifier)	qlco	3.40
23664284	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.38
23664284	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.38
23664284	C0220825	Evaluation	hlca	13.05
23664284	C0567416	Molecule	sbst	5.18
23664284	C1521840	Target	ftcn	5.18
23664284	C1261322	Evaluation procedure	hlca	3.59
23664284	C0243067	defects aspect	ftcn	3.55
27103391	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.43
27103391	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.43
27103391	C0010674	Cystic Fibrosis	dsyn	9.95
27103391	C0026882	Mutation	genf	9.78
27103391	C0599896	trafficking	celf	5.18
27103391	C0087111	Therapeutic procedure	topp	3.61
27103391	C0243067	defects aspect	ftcn	3.54
27103391	C1413365	CFTR gene	gngm	3.51
27103391	C1328819	Small Molecule	orch	3.50
27103391	C1552740	Entity Determiner - specific	inpr	3.48
27103391	C1705285	Mutation Abnormality	comd	3.48
27103391	C0205369	Specific qualifier value	qlco	3.48
27103391	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.35
27103391	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.35
27103391	C0031330	Pharmacology	bmod	9.73
27103391	C1518601	Options	ftcn	3.54
27103391	C1413365	CFTR gene	gngm	3.42
27103391	C1947976	Correction (change)	ftcn	3.42
27103391	C1705565	Correction Report	inpr	3.42
27103391	C0205464	pharmacological	ftcn	3.42
27103391	C0039798	therapeutic aspects	ftcn	22.49
27103391	C0596988	mutant	comd	5.18
27103391	C0599896	trafficking	celf	5.18
27103391	C0557651	Room of building - Study	mnob	3.98
27103391	C2603343	Study	resa	3.98
27103391	C0439673	Unknown	qlco	3.68
27103391	C1947976	Correction (change)	ftcn	3.59
27103391	C1705565	Correction Report	inpr	3.59
27103391	C1533734	Administration procedure	topp	3.57
27103391	C1705169	Biomaterial Treatment	cnce	3.57
27103391	C0087111	Therapeutic procedure	topp	3.57
27103391	C1522326	Treating	ftcn	3.57
27103391	C3538994	Treatment Epoch	resa	3.57
27103391	C0814225	benefit	qnco	3.57
27103391	C3887704	treatment - ActInformationManagementReason	hlca	3.57
27103391	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.35
27103391	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.35
27103391	C0557651	Room of building - Study	mnob	3.98
27103391	C2603343	Study	resa	3.98
27103391	C1947976	Correction (change)	ftcn	3.55
27103391	C1705565	Correction Report	inpr	3.55
27103391	C1413365	CFTR gene	gngm	3.42
27103391	C0185026	Plication	topp	3.42
27103391	C0596988	mutant	comd	3.42
27103391	C0369773	P Blood group antibodies	aapp	5.18
27103391	C0369773	P Blood group antibodies	imft	5.18
27103391	C2603361	P prime	clna	5.18
27103391	C0369773	P Blood group antibodies	aapp	5.18
27103391	C0369773	P Blood group antibodies	imft	5.18
27103391	C2603361	P prime	clna	5.18
27103391	C0086418	Homo sapiens	humn	28.65
27103391	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.35
27103391	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.35
27103391	C0009738	Congo	geoa	16.04
27103391	C0021853	Intestines	bpoc	9.73
27103391	C0005507	Biological Assay	lbpr	6.70
27103391	C0029250	Organoids	tisu	6.57
27103391	C1524063	Use of	ftcn	5.18
27103391	C3252847	VX 809	orch	5.18
27103391	C3252847	VX 809	phsu	5.18
27103391	C3889128	BBS9 wt Allele	gngm	3.68
27103391	C1510438	Assay	lbpr	3.54
27103391	C0243073	assay qualifier	qlco	3.54
27103391	C0456879	TNM certainty factor C1	fndg	3.50
27103391	C1413365	CFTR gene	gngm	3.42
27103391	C3811819	CFTR wt Allele	gngm	3.42
27103391	C0542341	Function	ftcn	3.42
27103391	C0205245	Functional	ftcn	3.42
27103391	C2700217	Functional Relationship	cnce	3.42
27103391	C1292984	Procedure on intestine	hlca	3.42
27103391	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.35
27103391	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.35
27103391	C0031843	physiological aspects	phsf	13.01
27103391	C0542341	Function	ftcn	3.55
27103391	C0700205	Function Axis	clas	3.55
27103391	C1705273	Mathematical Operator	inpr	3.55
27103391	C1413365	CFTR gene	gngm	3.43
27103391	C0369773	P Blood group antibodies	aapp	5.18
27103391	C0369773	P Blood group antibodies	imft	5.18
27103391	C2603361	P prime	clna	5.18
27103391	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.49
27103391	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.49
27103391	C1609982	Residual	qlco	5.18
27103391	C0205263	Induce (action)	ftcn	3.64
27103391	C0332281	Associated with	qlco	3.64
27103391	C1413365	CFTR gene	gngm	3.57
27103391	C2346866	Assortment	cnce	3.55
27103391	C2349975	Enhance (action)	acty	3.55
27103391	C1883525	Variety (taxon)	cnce	3.55
27103391	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.36
27103391	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.36
27103391	C1947976	Correction (change)	ftcn	3.61
27103391	C1705565	Correction Report	inpr	3.61
27103391	C1527180	Dominant	ftcn	3.56
27103391	C3252847	VX 809	orch	3.50
27103391	C3252847	VX 809	phsu	3.50
27103391	C0205263	Induce (action)	ftcn	3.47
27103391	C1413365	CFTR gene	gngm	3.43
27103391	C0205393	Most	qnco	3.43
27103391	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.36
27103391	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.36
27103391	C1947976	Correction (change)	ftcn	3.57
27103391	C1705565	Correction Report	inpr	3.57
27103391	C1413365	CFTR gene	gngm	3.44
27103391	C1539216	CYTL1 gene	gngm	5.18
27103391	C0302945	Carbon-14	elii	5.18
27103391	C0302945	Carbon-14	irda	5.18
27103391	C1947967	Call (Instruction)	ftcn	3.98
27103391	C0679006	Decision	menp	3.98
27103391	C1522410	Highest	qlco	3.55
27103391	C1515021	Subgroup	clas	3.43
27103391	C1079230	Subgroup A Nepoviruses	virs	3.43
27103391	C0205198	Compound	qlco	3.41
27103391	C1706082	Compound (substance)	chem	3.41
27103391	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	44.97
27103391	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	44.97
27103391	C0039798	therapeutic aspects	ftcn	22.48
27103391	C0026882	Mutation	genf	9.74
27103391	C1413365	CFTR gene	gngm	6.90
27103391	C1511726	Data	idcn	5.18
27103391	C3714741	Data (eukaryote)	euka	5.18
27103391	C3245479	Data call receiving device	medd	5.18
27103391	C0183683	Support, device	medd	5.18
27103391	C1521721	Supportive assistance	cnce	5.18
27103391	C0596988	mutant	comd	5.18
27103391	C0599896	trafficking	celf	5.18
27103391	C1947976	Correction (change)	ftcn	3.56
27103391	C1705565	Correction Report	inpr	3.56
27103391	C1533734	Administration procedure	topp	3.55
27103391	C0678723	Biologic Development	orgf	3.55
27103391	C1705169	Biomaterial Treatment	cnce	3.55
27103391	C1527148	Development	ftcn	3.55
27103391	C0087111	Therapeutic procedure	topp	3.55
27103391	C1522326	Treating	ftcn	3.55
27103391	C3538994	Treatment Epoch	resa	3.55
27103391	C0243107	development aspects	phsf	3.55
27103391	C3887704	treatment - ActInformationManagementReason	hlca	3.55
27103391	C1705242	Different	qlco	3.43
27103391	C1552740	Entity Determiner - specific	inpr	3.43
27103391	C1705285	Mutation Abnormality	comd	3.43
27103391	C2698651	Optimum	qlco	3.43
27103391	C0205369	Specific qualifier value	qlco	3.43
27103391	C0205198	Compound	qlco	3.41
27103391	C1706082	Compound (substance)	chem	3.41
27103391	C1555307	promise	idcn	3.41
29079713	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.52
29079713	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.52
29079713	C0055363	Chloride Channels	aapp	19.42
29079713	C0055363	Chloride Channels	bacs	19.42
29079713	C0001480	Adenosine Triphosphate	bacs	19.26
29079713	C0001480	Adenosine Triphosphate	nnon	19.26
29079713	C0001480	Adenosine Triphosphate	phsu	19.26
29079713	C0031843	physiological aspects	phsf	13.00
29079713	C0031715	Phosphorylation	moft	12.96
29079713	C1720983	Channelopathies	dsyn	11.49
